number,title,login
758,"HDDS-3280. Ozone BaseHTTPServer should honor ozone.security.enabled c…","vivekratnavel"
758,"HDDS-3280. Ozone BaseHTTPServer should honor ozone.security.enabled c…","xiaoyuyao"
759,"HDDS-3324. OM Client fails with StringIndexOutOfBoundsException.","bharatviswa504"
759,"HDDS-3324. OM Client fails with StringIndexOutOfBoundsException.","hanishakoneru"
75,"HDDS-2349 QueryNode does not respect null values for opState or state","sodonnel"
75,"HDDS-2349 QueryNode does not respect null values for opState or state","anuengineer"
760,"HDDS-3334. OM Client failover to next OM on NotLeaderException","hanishakoneru"
760,"HDDS-3334. OM Client failover to next OM on NotLeaderException","vivekratnavel"
760,"HDDS-3334. OM Client failover to next OM on NotLeaderException","bharatviswa504"
761,"HDDS-3336. Metrics for Recon OzoneManager DB sync.","avijayanhwx"
761,"HDDS-3336. Metrics for Recon OzoneManager DB sync.","elek"
761,"HDDS-3336. Metrics for Recon OzoneManager DB sync.","vivekratnavel"
761,"HDDS-3336. Metrics for Recon OzoneManager DB sync.","swagle"
762,"HDDS-3337. Export the IPC port of OM in docker-compose","maobaolong"
762,"HDDS-3337. Export the IPC port of OM in docker-compose","adoroszlai"
762,"HDDS-3337. Export the IPC port of OM in docker-compose","bharatviswa504"
762,"HDDS-3337. Export the IPC port of OM in docker-compose","elek"
763,"HDDS-3302. Add ability in MiniOzoneCluster to create multiple storage directories.","mukul1987"
763,"HDDS-3302. Add ability in MiniOzoneCluster to create multiple storage directories.","elek"
763,"HDDS-3302. Add ability in MiniOzoneCluster to create multiple storage directories.","adoroszlai"
764,"HDDS-2294. Create a new HISTORY.md in the new repository.","elek"
764,"HDDS-2294. Create a new HISTORY.md in the new repository.","adoroszlai"
764,"HDDS-2294. Create a new HISTORY.md in the new repository.","dineshchitlangia"
765,"HDDS-3339. Rename CONTRIBUTION.md to CONTRIBUTING.md","elek"
765,"HDDS-3339. Rename CONTRIBUTION.md to CONTRIBUTING.md","dineshchitlangia"
766,"HDDS-3332. Upgrade Robot tests to Python 3","adoroszlai"
766,"HDDS-3332. Upgrade Robot tests to Python 3","elek"
766,"HDDS-3332. Upgrade Robot tests to Python 3","dineshchitlangia"
767,"HDDS-3064. Get Key is hung when READ delay is injected in chunk file path","bshashikant"
767,"HDDS-3064. Get Key is hung when READ delay is injected in chunk file path","adoroszlai"
768,"HDDS-3341. Checkstyle fails for new modules/versions","adoroszlai"
768,"HDDS-3341. Checkstyle fails for new modules/versions","elek"
768,"HDDS-3341. Checkstyle fails for new modules/versions","dineshchitlangia"
769,"HDDS-3344. Remove hardcoded ozone version in Jenkins file","dineshchitlangia"
769,"HDDS-3344. Remove hardcoded ozone version in Jenkins file","elek"
769,"HDDS-3344. Remove hardcoded ozone version in Jenkins file","adoroszlai"
76,"HDDS-2352. Client gets internal error instead of volume not found in secure cluster","adoroszlai"
76,"HDDS-2352. Client gets internal error instead of volume not found in secure cluster","bharatviswa504"
76,"HDDS-2352. Client gets internal error instead of volume not found in secure cluster","dineshchitlangia"
770,"HDDS-3178. Add unit tests for OMGetDelegationToken Request and Response","cxorm"
771,"HDDS-3343 merge master into decom branch","sodonnel"
771,"HDDS-3343 merge master into decom branch","iamabug"
771,"HDDS-3343 merge master into decom branch","abhishekaypurohit"
771,"HDDS-3343 merge master into decom branch","xiaoyuyao"
771,"HDDS-3343 merge master into decom branch","bharatviswa504"
771,"HDDS-3343 merge master into decom branch","avijayanhwx"
771,"HDDS-3343 merge master into decom branch","elek"
771,"HDDS-3343 merge master into decom branch","vivekratnavel"
771,"HDDS-3343 merge master into decom branch","hanishakoneru"
771,"HDDS-3343 merge master into decom branch","swagle"
771,"HDDS-3343 merge master into decom branch","dineshchitlangia"
771,"HDDS-3343 merge master into decom branch","adoroszlai"
771,"HDDS-3343 merge master into decom branch","ayushtkn"
771,"HDDS-3343 merge master into decom branch","HorizonNet"
771,"HDDS-3343 merge master into decom branch","cxorm"
771,"HDDS-3343 merge master into decom branch","linyiqun"
771,"HDDS-3343 merge master into decom branch","fapifta"
771,"HDDS-3343 merge master into decom branch","bshashikant"
771,"HDDS-3343 merge master into decom branch","jojochuang"
771,"HDDS-3343 merge master into decom branch","timmylicheng"
771,"HDDS-3343 merge master into decom branch","smengcl"
771,"HDDS-3343 merge master into decom branch","runzhiwang"
771,"HDDS-3343 merge master into decom branch","web-flow"
771,"HDDS-3343 merge master into decom branch","supratimdeka"
771,"HDDS-3343 merge master into decom branch","flirmnave"
771,"HDDS-3343 merge master into decom branch","cku328"
771,"HDDS-3343 merge master into decom branch","captainzmc"
771,"HDDS-3343 merge master into decom branch","ChenSammi"
771,"HDDS-3343 merge master into decom branch","lokeshj1703"
771,"HDDS-3343 merge master into decom branch","mukul1987"
771,"HDDS-3343 merge master into decom branch","sadanand48"
771,"HDDS-3343 merge master into decom branch","rakeshadr"
771,"HDDS-3343 merge master into decom branch","esahekmat"
771,"HDDS-3343 merge master into decom branch","aryangupta1998"
772,"HDDS-3335. Recon unit tests cleanup.","avijayanhwx"
772,"HDDS-3335. Recon unit tests cleanup.","vivekratnavel"
772,"HDDS-3335. Recon unit tests cleanup.","adoroszlai"
773,"HDDS-3347. PipelineActionHandler should handle unknown pipeline.","nandakumar131"
773,"HDDS-3347. PipelineActionHandler should handle unknown pipeline.","avijayanhwx"
773,"HDDS-3347. PipelineActionHandler should handle unknown pipeline.","mukul1987"
774,"HDDS-3349. Fix two link addresses in README.md","runitao"
774,"HDDS-3349. Fix two link addresses in README.md","adoroszlai"
775,"HDDS-3340. Move Ozone Shell from ozone-manager to tools","adoroszlai"
775,"HDDS-3340. Move Ozone Shell from ozone-manager to tools","elek"
775,"HDDS-3340. Move Ozone Shell from ozone-manager to tools","xiaoyuyao"
776,"HDDS-3348. scmcli container info command shows the wrong container state.","nandakumar131"
776,"HDDS-3348. scmcli container info command shows the wrong container state.","mukul1987"
776,"HDDS-3348. scmcli container info command shows the wrong container state.","bharatviswa504"
776,"HDDS-3348. scmcli container info command shows the wrong container state.","avijayanhwx"
777,"HDDS-3351. Remove unnecessary dependency Curator.","fapifta"
777,"HDDS-3351. Remove unnecessary dependency Curator.","bharatviswa504"
777,"HDDS-3351. Remove unnecessary dependency Curator.","elek"
777,"HDDS-3351. Remove unnecessary dependency Curator.","swagle"
778,"HDDS-3344. Remove Jenkins file","dineshchitlangia"
778,"HDDS-3344. Remove Jenkins file","bharatviswa504"
779,"HDDS-2800. tools/_index.md translation","iamabug"
779,"HDDS-2800. tools/_index.md translation","elek"
77,"HDDS-2354. SCM log is full of AllocateBlock logs.","bharatviswa504"
77,"HDDS-2354. SCM log is full of AllocateBlock logs.","dineshchitlangia"
77,"HDDS-2354. SCM log is full of AllocateBlock logs.","adoroszlai"
780,"HDDS-2800. tools/_index.md translation","iamabug"
780,"HDDS-2800. tools/_index.md translation","cxorm"
781,"HDDS-3353. Remove unnecessary transitive hadoop-common dependencies on server side.","elek"
781,"HDDS-3353. Remove unnecessary transitive hadoop-common dependencies on server side.","fapifta"
781,"HDDS-3353. Remove unnecessary transitive hadoop-common dependencies on server side.","adoroszlai"
782,"HDDS-3352. Support for native ozone filesystem client using libhdfs.","aryangupta1998"
782,"HDDS-3352. Support for native ozone filesystem client using libhdfs.","elek"
782,"HDDS-3352. Support for native ozone filesystem client using libhdfs.","fapifta"
783,"HDDS-2976. Recon throws error while trying to get snapshot over https","prashantpogde"
783,"HDDS-2976. Recon throws error while trying to get snapshot over https","adoroszlai"
783,"HDDS-2976. Recon throws error while trying to get snapshot over https","vivekratnavel"
783,"HDDS-2976. Recon throws error while trying to get snapshot over https","avijayanhwx"
784,"HDDS-3355. Add wait time between client retries to OM","hanishakoneru"
785,"HDDS-3234. Fix retry interval default in Ozone client","elek"
786,"HDDS-3290. REVERT: Disable all the freon integration tests.","elek"
786,"HDDS-3290. REVERT: Disable all the freon integration tests.","adoroszlai"
786,"HDDS-3290. REVERT: Disable all the freon integration tests.","dineshchitlangia"
787,"HDDS-3359. Remove Yetus helper code from Ozone.","mukul1987"
787,"HDDS-3359. Remove Yetus helper code from Ozone.","elek"
788,"HDDS-3357. Add check for import from shaded package","adoroszlai"
789,"HDDS-3361. Remove ContainerReplica states representing decomission and maintenance","sodonnel"
789,"HDDS-3361. Remove ContainerReplica states representing decomission and maintenance","elek"
78,"HDDS-2358. Change to replication factor THREE in acceptance tests","adoroszlai"
78,"HDDS-2358. Change to replication factor THREE in acceptance tests","arp7"
790,"HDDS-3135. Enable topology acceptance test added in HDDS-3084 to read data when racks stopped","sodonnel"
791,"HDDS-3364. Increase test timeout for ozonesecure-security robot tests","hanishakoneru"
791,"HDDS-3364. Increase test timeout for ozonesecure-security robot tests","arp7"
791,"HDDS-3364. Increase test timeout for ozonesecure-security robot tests","adoroszlai"
792,"HDDS-2801. tools/Genconf.md translation","iamabug"
793,"HDDS-2802. tools/AuditParser.md translation","iamabug"
794,"HDDS-2804. tools/TestTools.md","iamabug"
795,"HDDS-2809. recipe/_index.md translation","iamabug"
796,"HDDS-2810. recipe/Prometheus.md translation","iamabug"
797,"HDDS-2811. recipe/SparkOzoneFSK8s.md translation","iamabug"
798,"HDDS-3365. Ensure OzoneConfiguration is initialized in OzoneClientFac…","xiaoyuyao"
799,"HDDS-3360. Duplicate Ozone Client in renew/cancel token handlers","adoroszlai"
799,"HDDS-3360. Duplicate Ozone Client in renew/cancel token handlers","xiaoyuyao"
79,"HDDS-2357. Add replication factor option to new Freon tests","adoroszlai"
79,"HDDS-2357. Add replication factor option to new Freon tests","arp7"
7,"HDDS-1228. Chunk Scanner Checkpoints","adoroszlai"
7,"HDDS-1228. Chunk Scanner Checkpoints","arp7"
800,"HDDS-3093. Allow forced overwrite of local file","adoroszlai"
801,"HDDS-2568. Handle InterruptedException in OzoneContainer","danidelvalle"
801,"HDDS-2568. Handle InterruptedException in OzoneContainer","adoroszlai"
802,"HDDS-3366. Ozone Client should not retry on invalid token","adoroszlai"
802,"HDDS-3366. Ozone Client should not retry on invalid token","bshashikant"
802,"HDDS-3366. Ozone Client should not retry on invalid token","arp7"
803,"Revert ""HDDS-3291. Write operation when both OM followers are shutdown.""","mukul1987"
803,"Revert ""HDDS-3291. Write operation when both OM followers are shutdown.""","bharatviswa504"
80,"HDDS-1701. Move dockerbin script to libexec.","cxorm"
80,"HDDS-1701. Move dockerbin script to libexec.","elek"
81,"HDDS-2347. XCeiverClientGrpc's parallel use leads to NPE","fapifta"
81,"HDDS-2347. XCeiverClientGrpc's parallel use leads to NPE","bshashikant"
81,"HDDS-2347. XCeiverClientGrpc's parallel use leads to NPE","hanishakoneru"
81,"HDDS-2347. XCeiverClientGrpc's parallel use leads to NPE","adoroszlai"
81,"HDDS-2347. XCeiverClientGrpc's parallel use leads to NPE","lokeshj1703"
81,"HDDS-2347. XCeiverClientGrpc's parallel use leads to NPE","elek"
82,"HDDS-2359. Seeking randomly in a key with more than 2 blocks of data leads to inconsistent reads","bshashikant"
82,"HDDS-2359. Seeking randomly in a key with more than 2 blocks of data leads to inconsistent reads","hanishakoneru"
82,"HDDS-2359. Seeking randomly in a key with more than 2 blocks of data leads to inconsistent reads","lokeshj1703"
82,"HDDS-2359. Seeking randomly in a key with more than 2 blocks of data leads to inconsistent reads","mukul1987"
82,"HDDS-2359. Seeking randomly in a key with more than 2 blocks of data leads to inconsistent reads","bharatviswa504"
83,"HDDS-2360. Update Ratis snapshot to d6d58d0","adoroszlai"
83,"HDDS-2360. Update Ratis snapshot to d6d58d0","xiaoyuyao"
83,"HDDS-2360. Update Ratis snapshot to d6d58d0","bharatviswa504"
84,"HDDS-2365. Fix TestRatisPipelineProvider#testCreatePipelinesDnExclude","adoroszlai"
84,"HDDS-2365. Fix TestRatisPipelineProvider#testCreatePipelinesDnExclude","bharatviswa504"
85,"HDDS-2219. Move all the ozone dist scripts/configs to one location","cxorm"
85,"HDDS-2219. Move all the ozone dist scripts/configs to one location","elek"
86,"HDDS-2329 Destroy pipelines on any decommission or maintenance nodes","sodonnel"
86,"HDDS-2329 Destroy pipelines on any decommission or maintenance nodes","anuengineer"
86,"HDDS-2329 Destroy pipelines on any decommission or maintenance nodes","nandakumar131"
87,"HDDS-2273. Avoid buffer copying in GrpcReplicationService","adoroszlai"
87,"HDDS-2273. Avoid buffer copying in GrpcReplicationService","szetszwo"
88,"HDDS-2272. Avoid buffer copying in GrpcReplicationClient","adoroszlai"
88,"HDDS-2272. Avoid buffer copying in GrpcReplicationClient","szetszwo"
88,"HDDS-2272. Avoid buffer copying in GrpcReplicationClient","arp7"
88,"HDDS-2272. Avoid buffer copying in GrpcReplicationClient","bharatviswa504"
88,"HDDS-2272. Avoid buffer copying in GrpcReplicationClient","elek"
89,"HDDS-2322. DoubleBuffer flush termination and OM shutdown's after that. Make entry returned from cache a new copy.","bharatviswa504"
89,"HDDS-2322. DoubleBuffer flush termination and OM shutdown's after that. Make entry returned from cache a new copy.","timmylicheng"
89,"HDDS-2322. DoubleBuffer flush termination and OM shutdown's after that. Make entry returned from cache a new copy.","arp7"
8,"HDDS-2267. Container metadata scanner interval mismatch","adoroszlai"
8,"HDDS-2267. Container metadata scanner interval mismatch","xiaoyuyao"
8,"HDDS-2267. Container metadata scanner interval mismatch","elek"
90,"HDDS-2366. Remove ozone.enabled as a flag and config item.","swagle"
90,"HDDS-2366. Remove ozone.enabled as a flag and config item.","anuengineer"
90,"HDDS-2366. Remove ozone.enabled as a flag and config item.","adoroszlai"
90,"HDDS-2366. Remove ozone.enabled as a flag and config item.","dineshchitlangia"
90,"HDDS-2366. Remove ozone.enabled as a flag and config item.","bharatviswa504"
91,"HDDS-2361. Ozone Manager init & start command prints out unnecessary line in the beginning.","cxorm"
91,"HDDS-2361. Ozone Manager init & start command prints out unnecessary line in the beginning.","bharatviswa504"
91,"HDDS-2361. Ozone Manager init & start command prints out unnecessary line in the beginning.","adoroszlai"
92,"HDDS-2345. Add a UT for newly added clone() in OmBucketInfo","cxorm"
92,"HDDS-2345. Add a UT for newly added clone() in OmBucketInfo","bharatviswa504"
93,"HDDS-2368. TestOzoneManagerDoubleBufferWithDummyResponse failing intermittently","adoroszlai"
93,"HDDS-2368. TestOzoneManagerDoubleBufferWithDummyResponse failing intermittently","bharatviswa504"
94,"HDDS-2255. Improve Acl Handler Messages","cxorm"
94,"HDDS-2255. Improve Acl Handler Messages","bharatviswa504"
95,"HDDS-2373 Move isUseRatis getFactor and getType from XCeiverClientManager","fapifta"
95,"HDDS-2373 Move isUseRatis getFactor and getType from XCeiverClientManager","dineshchitlangia"
95,"HDDS-2373 Move isUseRatis getFactor and getType from XCeiverClientManager","bharatviswa504"
